group,victim,country,sector,discovered,post_url,status,delisted_date,first_party
gammax,RE/MAX 1st Choice,CA,Retail & E-Commerce,2026-07-30,http://gammax6w3dkfdjfrjthtmqzsioue52vzy6lz54qy6jcvmogfpubutjyd.onion/post/6lBQz0om6pTjMwwBoHhr0dOwOiPY4Rtv,listed,,yes
gammax,AguAseo,CO,Energy & Utilities,2026-07-30,http://gammax6w3dkfdjfrjthtmqzsioue52vzy6lz54qy6jcvmogfpubutjyd.onion/post/B48A6eknv0j8w2yJQLVCr3C4GH8DJF6x,listed,,yes
securotrop,MAG USA Inc,US,Manufacturing,2026-07-30,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
cmdorganization,Contact Group,AU,Professional Services,2026-07-30,http://cmdnkiqjije2tllr3biee2sjgj3i4robg2cbtilbnytdhh2wy3syrlyd.onion,listed,,yes
pear,Sonitor Technologies,US,Healthcare,2026-07-30,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/sonitor,listed,,yes
kairos,Warwick Fabrics,NZ,Manufacturing,2026-07-30,http://nerqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion,listed,,yes
insomnia,Sky Solutions,PA,Technology,2026-07-29,http://i62huw7ve22rpyw6lnq3kmfump2dmsg4xpveec3ere73njwatrz74gad.onion/Company/SkySolutions/,listed,,yes
deadlock,AHENK lab,TR,Technology,2026-07-28,,listed,,yes
deadlock,DIATER,ES,Manufacturing,2026-07-28,,listed,,yes
deadlock,Pasello,IT,Technology,2026-07-28,,listed,,yes
deadlock,Takis srl,IT,Healthcare,2026-07-28,,listed,,yes
termite,Affinia Healthcare,US,Healthcare,2026-07-28,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a67df3dfbf635b18142d5aa,listed,,yes
anubis,Prelys Courtage,FR,Financial Services,2026-07-28,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/BOGek03huSzlB0TMCY82I66nKD5dRABnYIv5H36irQvLQZUKM0W2IQJ4ou2wlY3mgLTSOyJCbAVk4dtnUT6skHlmZThTSTNE,listed,,yes
termite,JD Young,CN,,2026-07-27,http://termiteuslbumdge2zmfmfcsrvmvsfe4gvyudc5j6cdnisnhtftvokid.onion/post/6a67df16fbf635b18142d544,listed,,yes
anubis,Coca-Cola / Fairlife,US,Agriculture and Food Production,2026-07-27,http://anubisyfkh5rixydjpoo3jqucauajz2juybrbtuglcppjj2y3eg3y6ad.onion/r/x7DNhT0kG8Z2ElnASoBnUa6rQFDRfZY+9fQnDAj5hl81pP0y31BKlZ59ZhogDQmjybVZnkYgmubSZs2FNfuTd6TTVRZmtB,listed,,yes
global secret group,Louisiana Coalition Against | Domestic Violence,US,Other,2026-07-27,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/33/,listed,,yes
global secret group,Park Manufacturing Corp.,US,Manufacturing,2026-07-27,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/32/,listed,,yes
exfilsquad,Wesco International,US,Manufacturing,2026-07-26,,listed,,yes
genesis,Williams Accounting Professional,CA,Professional Services,2026-07-26,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/e1ce50a6e22290f40df6/,listed,,yes
genesis,JJP Slip Forming Inc.,US,Manufacturing,2026-07-26,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/c69e194c2dc7ab12ef4e/,listed,,yes
genesis,Building Envelope Systems,US,Manufacturing,2026-07-26,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/960b5c42eb664129c99d/,listed,,yes
genesis,"Westlake Realty Group, Inc.",US,Retail & E-Commerce,2026-07-26,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/8bac6cf38a5a125166bd/,listed,,yes
genesis,Servonix Technologies,US,,2026-07-26,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/326fec030728fd03a27f/,listed,,yes
genesis,"Infinity Pipeline,Inc.",US,Energy & Utilities,2026-07-26,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/30e4ada54a4c7c042993/,listed,,yes
global secret group,Pro-Tuff | Decals,US,Retail & E-Commerce,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/30/,listed,,yes
anubis,Eagle Crest Communities,US,Hospitality,2026-07-26,http://anubisyfkh5rixydjpoo3jqucauajz2juybrbtuglcppjj2y3eg3y6ad.onion/r/pd6fbi+hxlHWHT9iyJvkoMfFPlamNFsA7TdiiwblLx1OL3o6UBAFJAoglUrOMSY3s2hiFkcQYnjcbuo6SgpBHFBN2l1aU96,listed,,yes
global secret group,Spergel,CA,Professional Services,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/29/,listed,,yes
global secret group,Prism Telecom,FI,Technology,2026-07-26,,listed,,yes
global secret group,Cipher Dynamics,IN,Technology,2026-07-26,,listed,,yes
global secret group,Stratos Network,AE,Technology,2026-07-26,,listed,,yes
global secret group,OmniLink AG,DE,Technology,2026-07-26,,listed,,yes
global secret group,Vertex Systems,US,Technology,2026-07-26,,listed,,yes
global secret group,Nexon Corp.,KR,Technology,2026-07-26,,listed,,yes
global secret group,Farmers Mutual Fire Insurance,US,Financial Services,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/1/,listed,,yes
global secret group,West Sixth Law,US,Professional Services,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/2/,listed,,yes
global secret group,Baker Business & Tax Solutions,US,Professional Services,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/5/,listed,,yes
global secret group,Carpets Direct,US,Retail & E-Commerce,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/6/,listed,,yes
global secret group,AnyWeather,US,Technology,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/7/,listed,,yes
global secret group,Middendorf Animal Hospital & Laser Centre,US,Healthcare,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/9/,listed,,yes
global secret group,Chappell Supply & Equipment,US,Manufacturing,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/10/,listed,,yes
global secret group,La Sevillanita,AR,Hospitality,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/11/,listed,,yes
global secret group,One Plus Capital,CY,Financial Services,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/12/,listed,,yes
global secret group,Acens | Cloud & Backup,ES,Technology,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/15/,listed,,yes
global secret group,West Nova Fuels & Superline Fuels,CA,Energy & Utilities,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/20/,listed,,yes
global secret group,Sinop Energia,BR,Energy & Utilities,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/23/,listed,,yes
global secret group,Al Hayat | Pepsi,IQ,Retail & E-Commerce,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/25/,listed,,yes
global secret group,SPDM,BR,Healthcare,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/26/,listed,,yes
global secret group,Nourison | Home,US,Retail & E-Commerce,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/27/,listed,,yes
global secret group,Cold Front Distribution,US,Retail & E-Commerce,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/3/,listed,,yes
global secret group,Portman Finance Group,GB,Financial Services,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/4/,listed,,yes
global secret group,OFS,US,Manufacturing,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/17/,listed,,yes
global secret group,Uniview Technologies,CN,Technology,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/8/,listed,,yes
global secret group,Novum Energy,US,Energy & Utilities,2026-07-26,http://o5lsqyar7ox25z734k6zaxt2vf7bsyi4q5rturi5iyxzqo3ica7bjsad.onion/project/14/,listed,,yes
m3rx,hydraulic-components.net,DE,Manufacturing,2026-07-26,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#hydraulic-components.net,listed,,yes
m3rx,createinfor.pt,PT,Professional Services,2026-07-26,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#createinfor.pt,listed,,yes
m3rx,servicebypremier.com,US,Professional Services,2026-07-26,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#servicebypremier.com,listed,,yes
exfilsquad,Bonava,SE,Manufacturing,2026-07-26,,listed,,yes
exfilsquad,City of Atlanta,US,Government & Defense,2026-07-26,,listed,,yes
exfilsquad,City of Houston,US,Government & Defense,2026-07-26,,listed,,yes
exfilsquad,Viavi Solutions,US,Technology,2026-07-26,,listed,,yes
exfilsquad,Newcastle University,GB,Education,2026-07-26,,listed,,yes
exfilsquad,District of Columbia Public Schools,US,Education,2026-07-26,,listed,,yes
exfilsquad,Frontier Airlines,US,Transportation,2026-07-26,,listed,,yes
exfilsquad,TaylorMade & Sun Day Red golf,US,Retail & E-Commerce,2026-07-26,,listed,,yes
exfilsquad,Allstate,US,Financial Services,2026-07-26,,listed,,yes
exfilsquad,Microsoft,US,Technology,2026-07-26,,listed,,yes
exfilsquad,Police National Legal Database,GB,Government & Defense,2026-07-26,,listed,,yes
exfilsquad,UK Department for Education,GB,Government & Defense,2026-07-26,,listed,,yes
arcusmedia,Brazer Ingenierie,MA,Manufacturing,2026-07-26,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=784,listed,,yes
arcusmedia,Power Moendas,BR,Other,2026-07-26,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=786,listed,,yes
doommageddon,iw steelTEC Makine San. ve Tic. A.Ş.,TR,Manufacturing,2026-07-26,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/iw-steeltec-makine-san--ve-tic--a-ş-,listed,,yes
kairos,Thermalex Inc,US,Manufacturing,2026-07-25,http://erqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion,listed,,yes
blackwater,msgas.com.br,BR,Energy & Utilities,2026-07-25,http://ejzl7cjxmkx7lzhiqwidmrwtfjv45pkczbc4fnyaut3t7gll3yaiq5id.onion/blog?uuid=ee9130c7-6a54-352e-8fbe-6d1b882dc7d1,listed,,yes
securotrop,Advantage Sintered Metals,US,Manufacturing,2026-07-25,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
unsafe,Jiva Health,IN,Healthcare,2026-07-24,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion/reel/6a63d73e8b37a93648b56ecc?page=1,listed,,yes
m3rx,ausproof.com.au,AU,Professional Services,2026-07-24,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#ausproof.com.au,listed,,yes
pear,Metropolitan Construction Systems,US,Manufacturing,2026-07-24,http://peargxn3oki34c4savcbcfqofjjwjnnyrlrbszfv6ujlx36mhrh57did.onion/Companies/metropolitanroof,listed,,yes
qilin,Stryker,US,Healthcare,2026-07-24,http://ijzn3sicrcy7guixkzjkib4ukbiilwc3xhnmby4mcbccnsd7j2rekvqd.onion/site/blog?uuid=9a5d858f-7849-458c-8762-abd073fbbb0c,listed,,yes
killsec,cashcowboy,US,Financial Services,2026-07-23,http://kill432ltnkqvaqntbalnsgojqqs2wz4lhnamrqjg66tq6fuvcztilyd.onion,listed,,yes
killsec,Bulwark Exterminating,US,Other,2026-07-23,http://kill432ltnkqvaqntbalnsgojqqs2wz4lhnamrqjg66tq6fuvcztilyd.onion,listed,,yes
killsec,origins ivf,IN,Healthcare,2026-07-23,http://kill432ltnkqvaqntbalnsgojqqs2wz4lhnamrqjg66tq6fuvcztilyd.onion,listed,,yes
kairos,LR Reed,AU,Professional Services,2026-07-22,http://erqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion,listed,,yes
braincipher,windiam.com,BE,Technology,2026-07-22,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/windiam,listed,,yes
m3rx,ubfreight.com,NZ,Transportation,2026-07-22,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#ubfreight.com,listed,,yes
krybit,Vibonum Technologies Private Limited,IN,Technology,2026-07-22,http://krybitqsdzwmhnitvwuhvsntfgf2wrhxveyxroxpc44c6gkft2cqldyd.onion/blog/e1c359f3adfa9013cea01c331014d453ddb894b7cc928cbe54875d2f6fd67446/,listed,,yes
spacebears,DoAllTech,KR,Technology,2026-07-21,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/61/doalltech,listed,,yes
spacebears,Anpra SAS,CO,Professional Services,2026-07-21,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/62/anpra-sas,listed,,yes
spacebears,BiesSse Group,IT,Professional Services,2026-07-21,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/63/biessse-group,listed,,yes
kairos,College O'Sullivan de Québec,CA,Education,2026-07-20,http://erqnacjmdy3obvevyol7qhazkwkv57dwqvye5v46k5bcujtfa6sduad.onion,listed,,yes
anubis,Bath Fitter,US,Retail & E-Commerce,2026-07-20,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/frchTfEBkQQaPnMhpaeopD6ze2gTL23iASpFXPwiqGB9VGJYvyeQCb07vA4hqojkjXEg8x8ZXaMjX5cCWGZm2Z6UHV6SGxF,listed,,yes
doommageddon,Reni Farmácias Associadas,BR,Healthcare,2026-07-19,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/reni-farmácias-associadas,listed,,yes
unsafe,CCR Solutions,CA,Professional Services,2026-07-19,http://unsafeipw6wbkzzmj7yqp7bz6j7ivzynggmwxsm6u2wwfmfqrxqrrhyd.onion/reel/6a5d25c28b37a93648b56e2a?page=1,listed,,yes
payload,CKR Consulting Engineers,ZA,Professional Services,2026-07-19,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/84a0da40-f25b-407c-b1a5-4484bebe48e3,listed,,yes
interlock,Centre for Newcomers,CA,Public Sector,2026-07-17,http://y2yplioc7ybrun2qb4opyc2vdt6lqtxvag3rocayyv2ekbtoa7kjo3qd.onion/index.php?p=,listed,,yes
interlock,Paragon Store Fixtures,US,Manufacturing,2026-07-17,http://6p6fubv4udi7kzgh4jojcplujeogmacclxmskfb3y6bknkh7zh7hohyd.onion/index.php?p=,listed,,yes
m3rx,suppcentersa.com,ZA,Business Services,2026-07-17,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#suppcentersa.com,listed,,yes
m3rx,arambol.co.uk,GB,,2026-07-17,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#arambol.co.uk,listed,,yes
interlock,District of Columbia Housing Authority,US,Public Sector,2026-07-16,http://2gvprypcd3wemjghnnassqtro7nwhocr5ry4bngx7x7xhks7f7oillqd.onion/index.php?p=,listed,,yes
interlock,Converting Equipment International,US,Manufacturing,2026-07-16,http://zd4caqa225s2rs2nhst4y5nkt575ohdpfm6zwy6mug6js3izseli24qd.onion/index.php?p=,listed,,yes
pear,Carient Heart & Vascular,US,Healthcare,2026-07-15,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/carient,listed,,yes
pear,"South Plains Rural Health Services, Inc.",US,Healthcare,2026-07-15,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/sprhs,listed,,yes
ailock,"Nihon Kotsu Co., Ltd.",JP,Transportation/Logistics,2026-07-15,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
ailock,Solid Advance Inc.,JP,Business Services,2026-07-15,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
ailock,Ferrovial,ES,Construction,2026-07-15,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
securotrop,ProDirectional Drilling,US,Energy,2026-07-15,http://securo45z554mw7rgrt7wcgv5eenj2xmxyrsdj3fcjsvindu63s4bsid.onion,listed,,yes
arcusmedia,Perpustam,MY,,2026-07-14,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=734,listed,,yes
arcusmedia,gemese.pt,PT,,2026-07-14,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=748,listed,,yes
arcusmedia,Distribox,FR,Transportation/Logistics,2026-07-14,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=745,listed,,yes
arcusmedia,Be Travel,ZA,Hospitality and Tourism,2026-07-14,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=751,listed,,yes
arcusmedia,COREBI(NowVertical),CA,Technology,2026-07-14,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=741,listed,,yes
arcusmedia,I-FITNESS,NG,Consumer Services,2026-07-14,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=726,listed,,yes
ailock,WBF Construction,,Construction,2026-07-14,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
spacebears,Techpol-System,PL,Technology,2026-07-13,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/59/techpol-system,listed,,yes
spacebears,Turbosoft,CM,Technology,2026-07-13,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/58/turbosoft,listed,,yes
pear,Faro Products Inc.,CA,Manufacturing,2026-07-13,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/faroproducts,listed,,yes
anubis,Casper Orthopedics,US,Healthcare,2026-07-12,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/ydEfQm1BMSZSgr32xb3SQldY95kAENrabpvZWAB6C+3+LuVguGp5ux8ZvmSXzbRKaban7I5r07hjF11p3Xt90V1NGp4ZHdV,listed,,yes
anubis,Surtifamiliar,CO,,2026-07-12,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/Dr7VhVFOMK1k2+qnI9jF0gDOJlR0NJq8kdZ4KX5xPANO9NEajFOqWDiv0uo0ZIzxEU+X8zkXyy6Sus+P5IxfUQ5Ym5uY3kw,listed,,yes
anubis,Community Advocates,,Business Services,2026-07-12,http://om6q4a6cyipxvt7ioudxt24cw4oqu4yodmqzl25mqd2hgllymrgu4aqd.onion/r/fy1PXgixthOWCOyIB32fCD4KDmveBj2e697E1+YNBsiXeOOnVvYwMohSmHuq+DnGIZDsOM5rEKOumoiGxqRbWQzd0JPQlRa,listed,,yes
m3rx,eclective.ie,IE,,2026-07-12,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#eclective.ie,listed,,yes
m3rx,foreconinc.com,US,Business Services,2026-07-12,http://4k6plf4h2cm2nco6ae3inrsxnmqgl6lllmwefydhnlcq4tuhwbj4qpad.onion#foreconinc.com,listed,,yes
interlock,Borger ISD,US,Education,2026-07-10,http://t26owzk2773mecpebt4l2eztx6lvn5642fn7annaynq7vwvb6wonkrid.onion/index.php?p=,listed,,yes
payload,Roofinox,,Construction,2026-07-10,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/0a46eb9e-76c0-49b2-8037-303ac1082022,listed,,yes
blackwater,txdkj.com,CN,,2026-07-10,http://ejzl7cjxmkx7lzhiqwidmrwtfjv45pkczbc4fnyaut3t7gll3yaiq5id.onion/blog?uuid=5e7268b2-200b-3bbc-87d1-c4add2955fb3,listed,,yes
doommageddon,Hospital Di Camp,,Healthcare,2026-07-10,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/hospital-di-camp,listed,,yes
braincipher,robroy.com,US,Manufacturing,2026-07-09,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/robroy,listed,,yes
braincipher,iac-intl.com,US,Business Services,2026-07-09,http://vkvsgl7lhipjirmz6j5ubp3w3bwvxgcdbpi3fsbqngfynetqtw4w5hyd.onion/n/iac-intl,listed,,yes
payload,The commune of Castries,FR,Public Sector,2026-07-09,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/d481caf3-39ce-4617-a578-73f8bc52cf6f,listed,,yes
ailock,Pinturas Prisa,MX,Manufacturing,2026-07-09,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
pear,"Tostrud & Temp, S.C.",US,Business Services,2026-07-08,http://pearsmob5sn44ismokiusuld34pnfwi6ctgin3qbvonpoob4lh3rmtqd.onion/Companies/tntcpas,listed,,yes
interlock,YMCA of Western North Carolina,US,Consumer Services,2026-07-07,http://3kiwpavmpi2eyc2d4cbggo6s4fnodqzlhxirudruptvjx32wlxxzn6ad.onion/index.php?p=,listed,,yes
ailock,Studio Sardano,IT,Consumer Services,2026-07-07,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
ailock,Richmont Graduate University,US,Education,2026-07-07,http://dhnsppqjaaa22lsqxl2tfhji4ca43743kubltnodvsft3hkvai77p6ad.onion,listed,,yes
spacebears,Fitcrunch,US,Consumer Services,2026-07-07,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/56/fitcrunch,listed,,yes
arcusmedia,East African Gasoil,KE,Energy,2026-07-06,http://arcuufpr5xxbbkin4mlidt7itmr6znlppk63jbtkeguuhszmc5g7qdyd.onion/?p=572,listed,,yes
doommageddon,KOLORKIM KIMYA,TR,Manufacturing,2026-07-06,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/kolorkim-kimya,listed,,yes
doommageddon,Mercedes-Benz Turk,TR,Manufacturing,2026-07-06,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/mercedes-benz-turk,listed,,yes
doommageddon,Innovano,IN,Technology,2026-07-06,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/innovano,listed,,yes
doommageddon,Francisco Imóveis,BR,Consumer Services,2026-07-06,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/francisco-imóveis,listed,,yes
doommageddon,Solventa & Riskmetrica | Calificadora de Riesgos,PY,Financial Services,2026-07-06,http://iacjvmxjb2ivqkxxzmde4w6g53gn6ym7c3g6mfifvejyhqtp4wrkypyd.onion/victim/solventa--riskmetrica--calificadora-de-riesgos,listed,,yes
spacebears,Blenheim,GB,,2026-07-06,http://5butbkrljkaorg5maepuca25oma7eiwo6a2rlhvkblb4v6mf3ki2ovid.onion/companies/55/blenheim,listed,,yes
payload,Vela Film S.r.l.,IT,Consumer Services,2026-07-05,http://payloadrz5yw227brtbvdqpnlhq3rdcdekdnn3rgucbcdeawq2v6vuyd.onion/posts/ec5239b8-9e94-4334-909a-279435be4e21,listed,,yes
genesis,Mirage Endoscopy Center,US,Healthcare,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/bb6e5af34c5f138531a5/,listed,,yes
genesis,"Bri-Tech, Inc",US,Technology,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/a86082912f3313bf10bf/,listed,,yes
genesis,SBI Software,US,Technology,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/9ab2fe6517ec136535d1/,listed,,yes
genesis,DICON,US,,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/925eed8c13857e563198/,listed,,yes
genesis,Westgate,US,,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/9044897212b7bf3322ac/,listed,,yes
genesis,Dunagan Associates,US,Business Services,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/71d3fc53ffdf5a7c6674/,listed,,yes
genesis,Synergy Interactive,US,Technology,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/2fece95cf598c61bc7e0/,listed,,yes
genesis,East Texas Family Medicine,US,Healthcare,2026-07-05,http://genesis6ixpb5mcy4kudybtw5op2wqlrkocfogbnenz3c647ibqixiad.onion/2ab3c68d011400ca76f7/,listed,,yes
